NODE_22_length_120613_cov_15.351228_65	K27882
NODE_22_length_120613_cov_15.351228_27	K03820
NODE_16_length_147595_cov_15.526419_7	K03809
NODE_26_length_99679_cov_14.870952_45	K03801
NODE_25_length_107545_cov_15.299885_51	K03799
NODE_34_length_81483_cov_15.360059_64	K03799
NODE_38_length_70687_cov_15.037500_3	K03798
NODE_16_length_147595_cov_15.526419_3	K03797
NODE_34_length_81483_cov_15.360059_50	K03791
NODE_4_length_279979_cov_15.072070_77	K03790
NODE_20_length_134083_cov_15.432179_29	K03789
NODE_310_length_413_cov_0.867133_2	K03787
NODE_25_length_107545_cov_15.299885_30	K03786
NODE_2_length_310327_cov_15.040480_22	K03782
NODE_1_length_319143_cov_14.787312_183	K03781
NODE_6_length_241499_cov_14.686123_42	K03780
NODE_35_length_75451_cov_17.892929_39	K03778
NODE_43_length_60437_cov_14.044056_31	K03776
NODE_14_length_154169_cov_15.539522_116	K03772
NODE_42_length_64206_cov_14.657704_23	K03771
NODE_8_length_217158_cov_14.654045_143	K03770
NODE_4_length_279979_cov_15.072070_221	K03769
NODE_191_length_458_cov_0.749245_1	K03769
NODE_1_length_319143_cov_14.787312_123	K03768
NODE_15_length_153375_cov_15.028157_25	K03753
NODE_15_length_153375_cov_15.028157_21	K03752
NODE_8_length_217158_cov_14.654045_159	K03750
NODE_15_length_153375_cov_15.028157_24	K03750
NODE_43_length_60437_cov_14.044056_18	K03750
NODE_25_length_107545_cov_15.299885_50	K03744
NODE_8_length_217158_cov_14.654045_110	K03743
NODE_25_length_107545_cov_15.299885_89	K03741
NODE_50_length_33531_cov_13.565471_17	K03739
NODE_35_length_75451_cov_17.892929_42	K03737
NODE_10_length_177970_cov_16.619580_84	K03736
NODE_10_length_177970_cov_16.619580_83	K03735
NODE_12_length_169171_cov_14.675599_163	K03733
NODE_8_length_217158_cov_14.654045_170	K03724
NODE_1_length_319143_cov_14.787312_25	K03723
NODE_16_length_147595_cov_15.526419_78	K03722
NODE_28_length_94401_cov_15.028746_13	K03719
NODE_30_length_92583_cov_14.901034_34	K03719
NODE_39_length_69086_cov_14.674966_24	K03719
NODE_25_length_107545_cov_15.299885_35	K03718
NODE_1_length_319143_cov_14.787312_129	K03717
NODE_20_length_134083_cov_15.432179_35	K03711
NODE_25_length_107545_cov_15.299885_68	K03707
NODE_22_length_120613_cov_15.351228_73	K03705
NODE_6_length_241499_cov_14.686123_120	K03704
NODE_16_length_147595_cov_15.526419_72	K03704
NODE_46_length_42923_cov_14.445883_33	K03704
NODE_7_length_227087_cov_15.662125_82	K03703
NODE_7_length_227087_cov_15.662125_76	K03702
NODE_1_length_319143_cov_14.787312_272	K03701
NODE_8_length_217158_cov_14.654045_46	K03699
NODE_42_length_64206_cov_14.657704_53	K03695
NODE_25_length_107545_cov_15.299885_5	K03694
NODE_41_length_66375_cov_14.877928_7	K03688
NODE_34_length_81483_cov_15.360059_5	K03687
NODE_34_length_81483_cov_15.360059_1	K03686
NODE_8_length_217158_cov_14.654045_93	K03685
NODE_12_length_169171_cov_14.675599_76	K03684
NODE_19_length_138999_cov_14.097017_3	K03684
NODE_12_length_169171_cov_14.675599_113	K03676
NODE_48_length_36510_cov_13.865212_14	K03672
NODE_2_length_310327_cov_15.040480_17	K03671
NODE_27_length_95996_cov_14.791851_24	K03669
NODE_40_length_67826_cov_15.440066_38	K03667
NODE_3_length_306466_cov_15.086084_251	K03666
NODE_3_length_306466_cov_15.086084_252	K03665
NODE_25_length_107545_cov_15.299885_104	K03665
NODE_8_length_217158_cov_14.654045_105	K03664
NODE_10_length_177970_cov_16.619580_183	K03657
NODE_1_length_319143_cov_14.787312_27	K03655
NODE_6_length_241499_cov_14.686123_193	K03654
NODE_20_length_134083_cov_15.432179_101	K03650
NODE_66_length_9139_cov_15.301931_2	K03649
NODE_8_length_217158_cov_14.654045_122	K03644
NODE_3_length_306466_cov_15.086084_266	K03642
NODE_8_length_217158_cov_14.654045_163	K03642
NODE_74_length_3432_cov_11.563691_3	K03641
NODE_2_length_310327_cov_15.040480_296	K03640
NODE_74_length_3432_cov_11.563691_2	K03640
NODE_39_length_69086_cov_14.674966_52	K03639
NODE_4_length_279979_cov_15.072070_200	K03638
NODE_8_length_217158_cov_14.654045_158	K03637
NODE_7_length_227087_cov_15.662125_85	K03636
NODE_7_length_227087_cov_15.662125_86	K03635
NODE_41_length_66375_cov_14.877928_35	K03631
NODE_12_length_169171_cov_14.675599_120	K03630
NODE_2_length_310327_cov_15.040480_163	K03629
NODE_20_length_134083_cov_15.432179_94	K03628
NODE_1_length_319143_cov_14.787312_237	K03625
NODE_5_length_270224_cov_14.756047_196	K03624
NODE_1_length_319143_cov_14.787312_230	K03621
NODE_21_length_125267_cov_15.263681_77	K03610
NODE_21_length_125267_cov_15.263681_78	K03609
NODE_21_length_125267_cov_15.263681_79	K03608
NODE_15_length_153375_cov_15.028157_63	K03602
NODE_5_length_270224_cov_14.756047_65	K03601
NODE_28_length_94401_cov_15.028746_26	K03596
NODE_8_length_217158_cov_14.654045_92	K03595
NODE_18_length_142879_cov_15.039453_118	K03594
NODE_9_length_184078_cov_14.554794_24	K03593
NODE_4_length_279979_cov_15.072070_40	K03592
NODE_41_length_66375_cov_14.877928_39	K03590
NODE_41_length_66375_cov_14.877928_40	K03589
NODE_241_length_439_cov_0.682692_1	K03589
NODE_41_length_66375_cov_14.877928_45	K03588
NODE_78_length_2281_cov_7.618849_1	K03587
NODE_8_length_217158_cov_14.654045_38	K03585
NODE_33_length_85796_cov_14.378690_10	K03585
NODE_43_length_60437_cov_14.044056_14	K03585
NODE_8_length_217158_cov_14.654045_90	K03584
NODE_5_length_270224_cov_14.756047_38	K03579
NODE_369_length_397_cov_0.918519_1	K03576
NODE_5_length_270224_cov_14.756047_4	K03575
NODE_4_length_279979_cov_15.072070_223	K03574
NODE_5_length_270224_cov_14.756047_132	K03572
NODE_9_length_184078_cov_14.554794_51	K03570
NODE_9_length_184078_cov_14.554794_50	K03569
NODE_16_length_147595_cov_15.526419_64	K03568
NODE_33_length_85796_cov_14.378690_21	K03566
NODE_48_length_36510_cov_13.865212_23	K03566
NODE_25_length_107545_cov_15.299885_56	K03564
NODE_9_length_184078_cov_14.554794_165	K03562
NODE_48_length_36510_cov_13.865212_3	K03561
NODE_9_length_184078_cov_14.554794_166	K03560
NODE_48_length_36510_cov_13.865212_2	K03559
NODE_22_length_120613_cov_15.351228_71	K03555
NODE_3_length_306466_cov_15.086084_15	K03553
NODE_9_length_184078_cov_14.554794_163	K03551
NODE_9_length_184078_cov_14.554794_162	K03550
NODE_27_length_95996_cov_14.791851_88	K03549
NODE_17_length_147460_cov_14.527709_59	K03545
NODE_17_length_147460_cov_14.527709_61	K03544
NODE_41_length_66375_cov_14.877928_38	K03531
NODE_17_length_147460_cov_14.527709_63	K03530
NODE_5_length_270224_cov_14.756047_1	K03529
NODE_29_length_93441_cov_15.090619_1	K03529
NODE_5_length_270224_cov_14.756047_157	K03527
NODE_12_length_169171_cov_14.675599_104	K03526
NODE_17_length_147460_cov_14.527709_80	K03525
NODE_17_length_147460_cov_14.527709_79	K03524
NODE_21_length_125267_cov_15.263681_59	K03523
NODE_4_length_279979_cov_15.072070_105	K03522
NODE_4_length_279979_cov_15.072070_104	K03521
NODE_29_length_93441_cov_15.090619_11	K03520
NODE_32_length_86311_cov_14.776014_76	K03520
NODE_5_length_270224_cov_14.756047_220	K03519
NODE_7_length_227087_cov_15.662125_183	K03519
NODE_30_length_92583_cov_14.901034_56	K03519
NODE_32_length_86311_cov_14.776014_77	K03519
NODE_5_length_270224_cov_14.756047_219	K03518
NODE_30_length_92583_cov_14.901034_55	K03518
NODE_32_length_86311_cov_14.776014_75	K03518
NODE_20_length_134083_cov_15.432179_103	K03501
NODE_32_length_86311_cov_14.776014_4	K03500
NODE_34_length_81483_cov_15.360059_68	K03500
NODE_20_length_134083_cov_15.432179_105	K03497
NODE_20_length_134083_cov_15.432179_104	K03496
NODE_20_length_134083_cov_15.432179_102	K03495
NODE_14_length_154169_cov_15.539522_47	K03492
NODE_7_length_227087_cov_15.662125_210	K03486
NODE_39_length_69086_cov_14.674966_30	K03474
NODE_29_length_93441_cov_15.090619_7	K03470
NODE_5_length_270224_cov_14.756047_155	K03469
NODE_2_length_310327_cov_15.040480_129	K03466
NODE_332_length_408_cov_0.882562_1	K03466
NODE_9_length_184078_cov_14.554794_20	K03465
NODE_24_length_108547_cov_21.898220_142	K03465
NODE_30_length_92583_cov_14.901034_7	K03455
NODE_23_length_117044_cov_16.890880_84	K03439
NODE_9_length_184078_cov_14.554794_2	K03438
NODE_38_length_70687_cov_15.037500_8	K03431
NODE_31_length_89275_cov_14.498901_24	K03430
NODE_13_length_162950_cov_15.688465_111	K03428
NODE_1_length_319143_cov_14.787312_87	K03427
NODE_13_length_162950_cov_15.688465_154	K03426
NODE_3_length_306466_cov_15.086084_261	K03424
NODE_170_length_468_cov_0.727273_1	K03424
NODE_1_length_319143_cov_14.787312_146	K03417
NODE_2_length_310327_cov_15.040480_260	K03413
NODE_31_length_89275_cov_14.498901_83	K03413
NODE_39_length_69086_cov_14.674966_46	K03413
NODE_40_length_67826_cov_15.440066_3	K03413
NODE_40_length_67826_cov_15.440066_19	K03413
NODE_2_length_310327_cov_15.040480_267	K03412
NODE_40_length_67826_cov_15.440066_27	K03412
NODE_40_length_67826_cov_15.440066_26	K03411
NODE_2_length_310327_cov_15.040480_262	K03408
NODE_40_length_67826_cov_15.440066_21	K03408
NODE_40_length_67826_cov_15.440066_23	K03408
NODE_2_length_310327_cov_15.040480_261	K03407
NODE_40_length_67826_cov_15.440066_20	K03407
NODE_54_length_25597_cov_13.942835_15	K03407
NODE_1_length_319143_cov_14.787312_196	K03406
NODE_2_length_310327_cov_15.040480_263	K03406
NODE_2_length_310327_cov_15.040480_264	K03406
NODE_4_length_279979_cov_15.072070_238	K03406
NODE_4_length_279979_cov_15.072070_239	K03406
NODE_11_length_174094_cov_16.181546_125	K03406
NODE_12_length_169171_cov_14.675599_111	K03406
NODE_17_length_147460_cov_14.527709_2	K03406
NODE_18_length_142879_cov_15.039453_78	K03406
NODE_22_length_120613_cov_15.351228_54	K03406
NODE_26_length_99679_cov_14.870952_19	K03406
NODE_28_length_94401_cov_15.028746_77	K03406
NODE_36_length_74020_cov_14.397778_56	K03406
NODE_40_length_67826_cov_15.440066_22	K03406
NODE_40_length_67826_cov_15.440066_24	K03406
NODE_40_length_67826_cov_15.440066_54	K03406
NODE_13_length_162950_cov_15.688465_120	K03405
NODE_13_length_162950_cov_15.688465_109	K03403
NODE_48_length_36510_cov_13.865212_28	K03392
NODE_18_length_142879_cov_15.039453_80	K03386
NODE_25_length_107545_cov_15.299885_95	K03381
NODE_40_length_67826_cov_15.440066_68	K03381
NODE_1_length_319143_cov_14.787312_147	K03365
NODE_18_length_142879_cov_15.039453_8	K03336
NODE_18_length_142879_cov_15.039453_7	K03335
NODE_115_length_556_cov_0.801865_1	K03332
NODE_48_length_36510_cov_13.865212_19	K03331
NODE_42_length_64206_cov_14.657704_54	K03324
NODE_10_length_177970_cov_16.619580_33	K03320
NODE_34_length_81483_cov_15.360059_78	K03317
NODE_29_length_93441_cov_15.090619_4	K03313
NODE_38_length_70687_cov_15.037500_11	K03304
NODE_8_length_217158_cov_14.654045_37	K03296
NODE_27_length_95996_cov_14.791851_15	K03294
NODE_5_length_270224_cov_14.756047_57	K03284
NODE_11_length_174094_cov_16.181546_152	K03284
NODE_57_length_18153_cov_12.972983_3	K03282
NODE_7_length_227087_cov_15.662125_100	K03274
NODE_14_length_154169_cov_15.539522_15	K03273
NODE_12_length_169171_cov_14.675599_29	K03272
NODE_14_length_154169_cov_15.539522_16	K03271
NODE_7_length_227087_cov_15.662125_68	K03218
NODE_28_length_94401_cov_15.028746_88	K03217
NODE_15_length_153375_cov_15.028157_81	K03215
NODE_33_length_85796_cov_14.378690_43	K03214
NODE_1_length_319143_cov_14.787312_278	K03210
NODE_51_length_33233_cov_13.639491_21	K03205
NODE_51_length_33233_cov_13.639491_29	K03199
NODE_51_length_33233_cov_13.639491_23	K03195
NODE_2_length_310327_cov_15.040480_269	K03192
NODE_7_length_227087_cov_15.662125_155	K03192
NODE_7_length_227087_cov_15.662125_162	K03190
NODE_7_length_227087_cov_15.662125_156	K03189
NODE_7_length_227087_cov_15.662125_157	K03188
NODE_7_length_227087_cov_15.662125_158	K03187
NODE_10_length_177970_cov_16.619580_31	K03185
NODE_13_length_162950_cov_15.688465_34	K03183
NODE_277_length_424_cov_0.666667_1	K03182
NODE_16_length_147595_cov_15.526419_57	K03179
NODE_34_length_81483_cov_15.360059_84	K03177
NODE_18_length_142879_cov_15.039453_64	K03168
NODE_25_length_107545_cov_15.299885_31	K03154
NODE_25_length_107545_cov_15.299885_32	K03149
NODE_1_length_319143_cov_14.787312_135	K03119
NODE_1_length_319143_cov_14.787312_284	K03118
NODE_5_length_270224_cov_14.756047_52	K03116
NODE_1_length_319143_cov_14.787312_271	K03111
NODE_28_length_94401_cov_15.028746_44	K03110
NODE_19_length_138999_cov_14.097017_28	K03106
NODE_4_length_279979_cov_15.072070_233	K03101
NODE_8_length_217158_cov_14.654045_94	K03100
NODE_6_length_241499_cov_14.686123_74	K03098
NODE_28_length_94401_cov_15.028746_92	K03092
NODE_6_length_241499_cov_14.686123_153	K03089
NODE_5_length_270224_cov_14.756047_14	K03088
NODE_9_length_184078_cov_14.554794_42	K03088
NODE_13_length_162950_cov_15.688465_16	K03088
NODE_29_length_93441_cov_15.090619_37	K03088
NODE_37_length_72040_cov_14.537580_31	K03088
NODE_5_length_270224_cov_14.756047_204	K03086
NODE_30_length_92583_cov_14.901034_62	K03077
NODE_7_length_227087_cov_15.662125_33	K03076
NODE_17_length_147460_cov_14.527709_29	K03074
NODE_17_length_147460_cov_14.527709_30	K03072
NODE_22_length_120613_cov_15.351228_26	K03071
NODE_4_length_279979_cov_15.072070_220	K03070
NODE_8_length_217158_cov_14.654045_97	K03060
NODE_7_length_227087_cov_15.662125_58	K03046
NODE_7_length_227087_cov_15.662125_59	K03043
NODE_7_length_227087_cov_15.662125_29	K03040
NODE_63_length_12220_cov_15.023154_9	K02996
NODE_7_length_227087_cov_15.662125_39	K02994
NODE_411_length_385_cov_0.961240_1	K02994
NODE_7_length_227087_cov_15.662125_56	K02992
NODE_36_length_74020_cov_14.397778_20	K02990
NODE_7_length_227087_cov_15.662125_36	K02988
NODE_7_length_227087_cov_15.662125_241	K02986
NODE_7_length_227087_cov_15.662125_47	K02982
NODE_26_length_99679_cov_14.870952_32	K02970
NODE_13_length_162950_cov_15.688465_31	K02968
NODE_17_length_147460_cov_14.527709_106	K02967
NODE_7_length_227087_cov_15.662125_49	K02965
NODE_36_length_74020_cov_14.397778_19	K02963
NODE_7_length_227087_cov_15.662125_44	K02961
NODE_19_length_138999_cov_14.097017_29	K02959
NODE_34_length_81483_cov_15.360059_83	K02956
NODE_7_length_227087_cov_15.662125_40	K02954
NODE_7_length_227087_cov_15.662125_31	K02952
NODE_7_length_227087_cov_15.662125_57	K02950
NODE_7_length_227087_cov_15.662125_30	K02948
NODE_7_length_227087_cov_15.662125_54	K02946
NODE_2_length_310327_cov_15.040480_30	K02945
NODE_36_length_74020_cov_14.397778_17	K02939
NODE_7_length_227087_cov_15.662125_60	K02935
NODE_7_length_227087_cov_15.662125_38	K02933
NODE_7_length_227087_cov_15.662125_41	K02931
NODE_7_length_227087_cov_15.662125_52	K02926
NODE_18_length_142879_cov_15.039453_67	K02913
NODE_1_length_319143_cov_14.787312_231	K02911
NODE_6_length_241499_cov_14.686123_21	K02909
NODE_7_length_227087_cov_15.662125_35	K02907
NODE_7_length_227087_cov_15.662125_53	K02906
NODE_7_length_227087_cov_15.662125_45	K02904
NODE_12_length_169171_cov_14.675599_35	K02902
NODE_2_length_310327_cov_15.040480_66	K02899
NODE_30_length_92583_cov_14.901034_18	K02897
NODE_7_length_227087_cov_15.662125_42	K02895
NODE_7_length_227087_cov_15.662125_51	K02892
NODE_7_length_227087_cov_15.662125_48	K02890
NODE_2_length_310327_cov_15.040480_65	K02888
NODE_28_length_94401_cov_15.028746_35	K02887
NODE_7_length_227087_cov_15.662125_50	K02886
NODE_19_length_138999_cov_14.097017_32	K02884
NODE_7_length_227087_cov_15.662125_37	K02881
NODE_7_length_227087_cov_15.662125_28	K02879
NODE_7_length_227087_cov_15.662125_46	K02878
NODE_7_length_227087_cov_15.662125_34	K02876
NODE_7_length_227087_cov_15.662125_43	K02874
NODE_63_length_12220_cov_15.023154_10	K02871
NODE_438_length_379_cov_1.297619_1	K02871
NODE_7_length_227087_cov_15.662125_63	K02867
NODE_7_length_227087_cov_15.662125_61	K02864
NODE_7_length_227087_cov_15.662125_62	K02863
NODE_19_length_138999_cov_14.097017_30	K02860
NODE_20_length_134083_cov_15.432179_9	K02851
NODE_19_length_138999_cov_14.097017_24	K02843
NODE_17_length_147460_cov_14.527709_109	K02838
NODE_2_length_310327_cov_15.040480_149	K02837
NODE_5_length_270224_cov_14.756047_102	K02836
NODE_12_length_169171_cov_14.675599_100	K02835
NODE_34_length_81483_cov_15.360059_85	K02834
NODE_12_length_169171_cov_14.675599_144	K02823
NODE_65_length_9186_cov_18.182802_7	K02805
NODE_34_length_81483_cov_15.360059_56	K02793
NODE_34_length_81483_cov_15.360059_57	K02784
NODE_31_length_89275_cov_14.498901_13	K02770
NODE_10_length_177970_cov_16.619580_184	K02687
NODE_326_length_411_cov_0.714789_1	K02662
NODE_102_length_665_cov_1.118959_1	K02654
NODE_4_length_279979_cov_15.072070_136	K02624
NODE_26_length_99679_cov_14.870952_55	K02623
NODE_7_length_227087_cov_15.662125_227	K02622
NODE_1_length_319143_cov_14.787312_267	K02621
NODE_22_length_120613_cov_15.351228_46	K02616
NODE_2_length_310327_cov_15.040480_158	K02614
NODE_22_length_120613_cov_15.351228_51	K02613
NODE_22_length_120613_cov_15.351228_50	K02612
NODE_22_length_120613_cov_15.351228_49	K02611
NODE_22_length_120613_cov_15.351228_48	K02610
NODE_22_length_120613_cov_15.351228_47	K02609
NODE_7_length_227087_cov_15.662125_64	K02601
NODE_23_length_117044_cov_16.890880_89	K02600
NODE_13_length_162950_cov_15.688465_131	K02588
NODE_41_length_66375_cov_14.877928_44	K02563
NODE_4_length_279979_cov_15.072070_89	K02557
NODE_20_length_134083_cov_15.432179_59	K02557
NODE_58_length_17601_cov_15.073137_1	K02557
NODE_185_length_461_cov_0.712575_2	K02557
NODE_4_length_279979_cov_15.072070_90	K02556
NODE_20_length_134083_cov_15.432179_60	K02556
NODE_2_length_310327_cov_15.040480_78	K02554
NODE_7_length_227087_cov_15.662125_69	K02554
NODE_17_length_147460_cov_14.527709_116	K02536
NODE_41_length_66375_cov_14.877928_37	K02535
NODE_39_length_69086_cov_14.674966_3	K02533
NODE_31_length_89275_cov_14.498901_10	K02529
NODE_40_length_67826_cov_15.440066_66	K02529
NODE_42_length_64206_cov_14.657704_22	K02528
NODE_10_length_177970_cov_16.619580_55	K02527
NODE_32_length_86311_cov_14.776014_39	K02523
NODE_19_length_138999_cov_14.097017_27	K02520
NODE_34_length_81483_cov_15.360059_86	K02519
NODE_39_length_69086_cov_14.674966_57	K02518
NODE_29_length_93441_cov_15.090619_87	K02517
NODE_36_length_74020_cov_14.397778_57	K02510
NODE_40_length_67826_cov_15.440066_48	K02503
NODE_6_length_241499_cov_14.686123_159	K02502
NODE_40_length_67826_cov_15.440066_42	K02501
NODE_40_length_67826_cov_15.440066_46	K02500
NODE_36_length_74020_cov_14.397778_53	K02498
NODE_26_length_99679_cov_14.870952_64	K02495
NODE_12_length_169171_cov_14.675599_99	K02493
NODE_18_length_142879_cov_15.039453_68	K02488
NODE_17_length_147460_cov_14.527709_1	K02485
NODE_1_length_319143_cov_14.787312_47	K02483
NODE_2_length_310327_cov_15.040480_245	K02483
NODE_5_length_270224_cov_14.756047_42	K02483
NODE_6_length_241499_cov_14.686123_76	K02483
NODE_25_length_107545_cov_15.299885_46	K02483
NODE_33_length_85796_cov_14.378690_25	K02483
NODE_3_length_306466_cov_15.086084_207	K02482
NODE_23_length_117044_cov_16.890880_37	K02482
NODE_6_length_241499_cov_14.686123_186	K02471
NODE_9_length_184078_cov_14.554794_47	K02471
NODE_2_length_310327_cov_15.040480_164	K02470
NODE_1_length_319143_cov_14.787312_126	K02469
NODE_15_length_153375_cov_15.028157_146	K02446
NODE_5_length_270224_cov_14.756047_17	K02437
NODE_18_length_142879_cov_15.039453_51	K02435
NODE_18_length_142879_cov_15.039453_49	K02434
NODE_10_length_177970_cov_16.619580_86	K02433
NODE_11_length_174094_cov_16.181546_78	K02433
NODE_18_length_142879_cov_15.039453_50	K02433
NODE_30_length_92583_cov_14.901034_40	K02433
NODE_43_length_60437_cov_14.044056_47	K02427
NODE_13_length_162950_cov_15.688465_23	K02424
NODE_27_length_95996_cov_14.791851_54	K02424
NODE_3_length_306466_cov_15.086084_12	K02421
NODE_40_length_67826_cov_15.440066_16	K02419
NODE_29_length_93441_cov_15.090619_26	K02417
NODE_54_length_25597_cov_13.942835_6	K02417
NODE_31_length_89275_cov_14.498901_80	K02416
NODE_40_length_67826_cov_15.440066_6	K02416
NODE_11_length_174094_cov_16.181546_73	K02412
NODE_54_length_25597_cov_13.942835_19	K02412
NODE_29_length_93441_cov_15.090619_24	K02410
NODE_54_length_25597_cov_13.942835_4	K02410
NODE_29_length_93441_cov_15.090619_23	K02409
NODE_54_length_25597_cov_13.942835_3	K02409
NODE_201_length_452_cov_0.763077_1	K02408
NODE_56_length_20199_cov_12.012106_15	K02406
NODE_54_length_25597_cov_13.942835_9	K02404
NODE_3_length_306466_cov_15.086084_13	K02401
NODE_54_length_25597_cov_13.942835_21	K02401
NODE_29_length_93441_cov_15.090619_28	K02400
NODE_54_length_25597_cov_13.942835_8	K02400
NODE_20_length_134083_cov_15.432179_54	K02396
NODE_56_length_20199_cov_12.012106_18	K02396
NODE_31_length_89275_cov_14.498901_71	K02394
NODE_40_length_67826_cov_15.440066_12	K02394
NODE_31_length_89275_cov_14.498901_75	K02393
NODE_40_length_67826_cov_15.440066_11	K02393
NODE_31_length_89275_cov_14.498901_77	K02392
NODE_40_length_67826_cov_15.440066_9	K02392
NODE_40_length_67826_cov_15.440066_8	K02391
NODE_66_length_9139_cov_15.301931_7	K02390
NODE_4_length_279979_cov_15.072070_258	K02389
NODE_3_length_306466_cov_15.086084_9	K02388
NODE_54_length_25597_cov_13.942835_25	K02388
NODE_54_length_25597_cov_13.942835_26	K02387
NODE_15_length_153375_cov_15.028157_20	K02379
NODE_17_length_147460_cov_14.527709_117	K02372
NODE_11_length_174094_cov_16.181546_106	K02371
NODE_12_length_169171_cov_14.675599_106	K02371
NODE_7_length_227087_cov_15.662125_55	K02358
NODE_7_length_227087_cov_15.662125_67	K02358
NODE_17_length_147460_cov_14.527709_107	K02357
NODE_8_length_217158_cov_14.654045_196	K02356
NODE_3_length_306466_cov_15.086084_193	K02355
NODE_33_length_85796_cov_14.378690_7	K02352
NODE_15_length_153375_cov_15.028157_68	K02346
NODE_13_length_162950_cov_15.688465_153	K02343
NODE_22_length_120613_cov_15.351228_110	K02342
NODE_3_length_306466_cov_15.086084_263	K02341
NODE_20_length_134083_cov_15.432179_106	K02340
NODE_394_length_389_cov_0.839695_1	K02340
NODE_42_length_64206_cov_14.657704_44	K02339
NODE_22_length_120613_cov_15.351228_55	K02338
NODE_17_length_147460_cov_14.527709_91	K02337
NODE_24_length_108547_cov_21.898220_122	K02337
NODE_10_length_177970_cov_16.619580_70	K02335
NODE_5_length_270224_cov_14.756047_203	K02316
NODE_36_length_74020_cov_14.397778_16	K02314
NODE_13_length_162950_cov_15.688465_30	K02313
NODE_55_length_25122_cov_14.783437_21	K02303
NODE_43_length_60437_cov_14.044056_7	K02302
NODE_1_length_319143_cov_14.787312_275	K02291
NODE_10_length_177970_cov_16.619580_101	K02291
NODE_13_length_162950_cov_15.688465_123	K02291
NODE_1_length_319143_cov_14.787312_217	K02283
NODE_1_length_319143_cov_14.787312_216	K02282
NODE_1_length_319143_cov_14.787312_214	K02280
NODE_1_length_319143_cov_14.787312_213	K02279
NODE_4_length_279979_cov_15.072070_187	K02276
NODE_4_length_279979_cov_15.072070_192	K02275
NODE_4_length_279979_cov_15.072070_191	K02274
NODE_16_length_147595_cov_15.526419_66	K02259
NODE_4_length_279979_cov_15.072070_188	K02258
NODE_4_length_279979_cov_15.072070_190	K02257
NODE_13_length_162950_cov_15.688465_55	K02221
NODE_5_length_270224_cov_14.756047_156	K02204
NODE_27_length_95996_cov_14.791851_36	K02200
NODE_27_length_95996_cov_14.791851_37	K02200
NODE_27_length_95996_cov_14.791851_38	K02199
NODE_27_length_95996_cov_14.791851_39	K02198
NODE_27_length_95996_cov_14.791851_40	K02197
NODE_27_length_95996_cov_14.791851_42	K02195
NODE_5_length_270224_cov_14.756047_184	K02194
NODE_5_length_270224_cov_14.756047_183	K02193
NODE_15_length_153375_cov_15.028157_78	K02170
NODE_25_length_107545_cov_15.299885_29	K02160
NODE_30_length_92583_cov_14.901034_86	K02160
NODE_5_length_270224_cov_14.756047_7	K02128
NODE_14_length_154169_cov_15.539522_162	K02115
NODE_14_length_154169_cov_15.539522_164	K02114
NODE_14_length_154169_cov_15.539522_160	K02113
NODE_14_length_154169_cov_15.539522_163	K02112
NODE_14_length_154169_cov_15.539522_161	K02111
NODE_5_length_270224_cov_14.756047_6	K02108
NODE_18_length_142879_cov_15.039453_111	K02083
NODE_36_length_74020_cov_14.397778_26	K02078
NODE_5_length_270224_cov_14.756047_224	K02077
NODE_15_length_153375_cov_15.028157_130	K02075
NODE_15_length_153375_cov_15.028157_131	K02074
NODE_48_length_36510_cov_13.865212_11	K02073
NODE_48_length_36510_cov_13.865212_10	K02072
NODE_48_length_36510_cov_13.865212_9	K02071
NODE_25_length_107545_cov_15.299885_23	K02067
NODE_33_length_85796_cov_14.378690_38	K02067
NODE_33_length_85796_cov_14.378690_40	K02066
NODE_36_length_74020_cov_14.397778_13	K02066
NODE_33_length_85796_cov_14.378690_39	K02065
NODE_36_length_74020_cov_14.397778_12	K02065
NODE_11_length_174094_cov_16.181546_94	K02064
NODE_14_length_154169_cov_15.539522_111	K02055
NODE_17_length_147460_cov_14.527709_10	K02055
NODE_29_length_93441_cov_15.090619_52	K02055
NODE_9_length_184078_cov_14.554794_96	K02054
NODE_17_length_147460_cov_14.527709_14	K02054
NODE_9_length_184078_cov_14.554794_97	K02053
NODE_17_length_147460_cov_14.527709_15	K02053
NODE_9_length_184078_cov_14.554794_98	K02052
NODE_11_length_174094_cov_16.181546_93	K02052
NODE_35_length_75451_cov_17.892929_20	K02052
NODE_3_length_306466_cov_15.086084_167	K02051
NODE_7_length_227087_cov_15.662125_78	K02051
NODE_7_length_227087_cov_15.662125_189	K02051
NODE_7_length_227087_cov_15.662125_197	K02051
NODE_21_length_125267_cov_15.263681_75	K02051
NODE_30_length_92583_cov_14.901034_43	K02051
NODE_38_length_70687_cov_15.037500_32	K02051
NODE_46_length_42923_cov_14.445883_22	K02051
NODE_3_length_306466_cov_15.086084_106	K02050
NODE_3_length_306466_cov_15.086084_169	K02050
NODE_7_length_227087_cov_15.662125_187	K02050
NODE_7_length_227087_cov_15.662125_188	K02050
NODE_7_length_227087_cov_15.662125_199	K02050
NODE_11_length_174094_cov_16.181546_15	K02050
NODE_32_length_86311_cov_14.776014_43	K02050
NODE_3_length_306466_cov_15.086084_107	K02049
NODE_3_length_306466_cov_15.086084_168	K02049
NODE_4_length_279979_cov_15.072070_19	K02049
NODE_7_length_227087_cov_15.662125_186	K02049
NODE_7_length_227087_cov_15.662125_198	K02049
