NODE_69_length_16902_cov_2.242504_11	K27883
NODE_863_length_1824_cov_2.368886_3	K05595
NODE_876_length_1707_cov_2.468354_1	K05591
NODE_129_length_12362_cov_2.898324_7	K05548
NODE_184_length_10269_cov_2.693946_7	K05541
NODE_80_length_15923_cov_3.108002_15	K05540
NODE_265_length_8242_cov_3.267036_4	K05539
NODE_128_length_12412_cov_2.418478_7	K05524
NODE_79_length_15933_cov_2.338226_4	K05520
NODE_370_length_6274_cov_2.539613_1	K05519
NODE_698_length_2923_cov_2.452790_4	K05516
NODE_252_length_8493_cov_2.898757_6	K05515
NODE_746_length_2501_cov_3.137742_1	K05501
NODE_153_length_11200_cov_2.925404_2	K05499
NODE_19_length_25864_cov_3.096592_21	K05375
NODE_394_length_5935_cov_2.251722_2	K05367
NODE_203_length_9709_cov_2.614068_2	K05366
NODE_275_length_7982_cov_2.667218_2	K05366
NODE_115_length_13104_cov_2.468444_13	K05349
NODE_465_length_5113_cov_2.252106_1	K05349
NODE_465_length_5113_cov_2.252106_3	K05349
NODE_344_length_6647_cov_2.229755_6	K05306
NODE_4_length_35647_cov_3.109122_10	K05304
NODE_411_length_5681_cov_2.109651_1	K04985
NODE_573_length_4074_cov_2.151761_4	K04773
NODE_271_length_8074_cov_2.555052_3	K04771
NODE_548_length_4312_cov_2.327121_2	K04771
NODE_420_length_5581_cov_2.693436_2	K04764
NODE_523_length_4615_cov_2.456105_6	K04763
NODE_292_length_7599_cov_2.610680_4	K04762
NODE_149_length_11248_cov_2.380182_5	K04761
NODE_599_length_3790_cov_3.105924_4	K04760
NODE_312_length_7237_cov_2.566245_8	K04759
NODE_256_length_8418_cov_2.867808_6	K04755
NODE_595_length_3827_cov_2.225405_4	K04755
NODE_88_length_15353_cov_2.977538_22	K04754
NODE_23_length_23710_cov_3.460374_2	K04751
NODE_777_length_2315_cov_2.097349_2	K04751
NODE_251_length_8528_cov_2.365076_6	K04748
NODE_42_length_19560_cov_2.797767_1	K04744
NODE_112_length_13374_cov_2.550011_2	K04744
NODE_413_length_5675_cov_2.233417_5	K04719
NODE_458_length_5179_cov_2.375297_4	K04691
NODE_314_length_7217_cov_2.263329_3	K04567
NODE_120_length_12772_cov_2.406959_11	K04565
NODE_212_length_9419_cov_3.279811_8	K04564
NODE_387_length_5998_cov_2.704820_3	K04562
NODE_20_length_25156_cov_2.672580_7	K04517
NODE_33_length_21344_cov_2.606636_15	K04488
NODE_256_length_8418_cov_2.867808_2	K04488
NODE_33_length_21344_cov_2.606636_4	K04487
NODE_33_length_21344_cov_2.606636_14	K04487
NODE_256_length_8418_cov_2.867808_1	K04487
NODE_100_length_14183_cov_2.319081_9	K04485
NODE_188_length_10243_cov_2.032819_2	K04096
NODE_287_length_7677_cov_2.246887_4	K04095
NODE_76_length_15977_cov_2.519685_5	K04091
NODE_248_length_8565_cov_2.775658_8	K04091
NODE_451_length_5259_cov_2.043453_6	K04091
NODE_157_length_11130_cov_2.533400_3	K04090
NODE_36_length_20560_cov_2.999657_7	K04088
NODE_36_length_20560_cov_2.999657_6	K04087
NODE_59_length_18175_cov_2.396110_4	K04085
NODE_38_length_20059_cov_3.244582_2	K04084
NODE_497_length_4891_cov_2.423594_1	K04083
NODE_256_length_8418_cov_2.867808_4	K04082
NODE_307_length_7310_cov_2.892385_4	K04079
NODE_201_length_9816_cov_2.482300_9	K04078
NODE_291_length_7636_cov_2.724464_3	K04078
NODE_201_length_9816_cov_2.482300_10	K04077
NODE_291_length_7636_cov_2.724464_4	K04077
NODE_784_length_2288_cov_3.024526_3	K04075
NODE_262_length_8353_cov_2.588378_4	K04066
NODE_288_length_7675_cov_2.488474_8	K04065
NODE_666_length_3169_cov_1.958580_2	K04063
NODE_13_length_29884_cov_2.939107_12	K04047
NODE_149_length_11248_cov_2.380182_6	K04047
NODE_223_length_9197_cov_2.539030_1	K04046
NODE_33_length_21344_cov_2.606636_18	K04044
NODE_256_length_8418_cov_2.867808_5	K04044
NODE_739_length_2584_cov_2.118844_2	K04043
NODE_852_length_1919_cov_2.864955_1	K04043
NODE_744_length_2511_cov_2.317114_1	K04042
NODE_214_length_9386_cov_2.485690_3	K04033
NODE_24_length_23637_cov_2.816121_10	K03981
NODE_840_length_1970_cov_3.226804_1	K03980
NODE_28_length_23039_cov_3.085457_21	K03979
NODE_315_length_7209_cov_2.718018_3	K03978
NODE_36_length_20560_cov_2.999657_10	K03977
NODE_531_length_4509_cov_1.957325_2	K03975
NODE_95_length_14557_cov_2.380457_3	K03929
NODE_268_length_8163_cov_2.737929_6	K03929
NODE_39_length_20032_cov_2.675057_12	K03928
NODE_424_length_5517_cov_2.144527_2	K03926
NODE_923_length_1425_cov_1.273498_2	K03925
NODE_453_length_5212_cov_2.028122_2	K03924
NODE_491_length_4958_cov_1.908715_3	K03924
NODE_38_length_20059_cov_3.244582_15	K03863
NODE_68_length_16957_cov_2.814260_17	K03863
NODE_87_length_15415_cov_2.190018_7	K03863
NODE_87_length_15415_cov_2.190018_8	K03862
NODE_33_length_21344_cov_2.606636_26	K03855
NODE_85_length_15491_cov_2.605637_9	K03841
NODE_152_length_11204_cov_2.689717_3	K03833
NODE_584_length_3971_cov_1.817898_3	K03832
NODE_1026_length_834_cov_2.756719_1	K03832
NODE_625_length_3638_cov_1.918542_3	K03831
NODE_793_length_2237_cov_3.601896_2	K03829
NODE_77_length_15968_cov_2.327189_1	K03821
NODE_539_length_4436_cov_2.661871_5	K03820
NODE_498_length_4887_cov_4.031092_2	K03818
NODE_104_length_13906_cov_2.491835_7	K03817
NODE_181_length_10333_cov_2.545855_1	K03814
NODE_938_length_1329_cov_1.419301_2	K03811
NODE_21_length_24594_cov_2.900805_7	K03809
NODE_60_length_18017_cov_2.575908_10	K03806
NODE_243_length_8691_cov_2.314456_3	K03802
NODE_360_length_6419_cov_3.916720_5	K03801
NODE_403_length_5814_cov_2.199402_6	K03799
NODE_50_length_18767_cov_2.870118_9	K03798
NODE_428_length_5477_cov_2.997196_4	K03797
NODE_436_length_5405_cov_2.282872_4	K03795
NODE_1072_length_585_cov_3.685590_1	K03789
NODE_270_length_8088_cov_2.346816_1	K03787
NODE_51_length_18705_cov_2.754818_14	K03786
NODE_197_length_9898_cov_3.004094_5	K03782
NODE_457_length_5184_cov_2.337750_1	K03781
NODE_179_length_10367_cov_3.006152_11	K03777
NODE_74_length_16392_cov_2.274270_6	K03776
NODE_568_length_4125_cov_2.629815_2	K03776
NODE_843_length_1948_cov_2.529379_1	K03775
NODE_42_length_19560_cov_2.797767_2	K03771
NODE_55_length_18500_cov_2.581995_9	K03770
NODE_543_length_4357_cov_2.273050_4	K03769
NODE_828_length_2033_cov_3.328961_2	K03768
NODE_299_length_7526_cov_2.608461_3	K03762
NODE_506_length_4817_cov_2.288913_7	K03753
NODE_143_length_11617_cov_2.207485_3	K03752
NODE_506_length_4817_cov_2.288913_6	K03750
NODE_188_length_10243_cov_2.032819_3	K03747
NODE_81_length_15659_cov_2.729526_7	K03743
NODE_535_length_4496_cov_2.707256_4	K03741
NODE_37_length_20438_cov_2.530205_2	K03736
NODE_37_length_20438_cov_2.530205_1	K03735
NODE_15_length_29191_cov_2.704205_2	K03734
NODE_611_length_3739_cov_2.768826_4	K03734
NODE_202_length_9781_cov_2.574477_6	K03733
NODE_101_length_14049_cov_2.313245_5	K03723
NODE_245_length_8621_cov_2.617966_4	K03722
NODE_299_length_7526_cov_2.608461_1	K03722
NODE_15_length_29191_cov_2.704205_17	K03719
NODE_70_length_16666_cov_2.661890_8	K03719
NODE_98_length_14232_cov_2.616164_4	K03719
NODE_119_length_12812_cov_2.844856_2	K03719
NODE_157_length_11130_cov_2.533400_2	K03719
NODE_508_length_4794_cov_2.445897_3	K03719
NODE_539_length_4436_cov_2.661871_2	K03719
NODE_744_length_2511_cov_2.317114_3	K03719
NODE_760_length_2408_cov_1.936431_3	K03719
NODE_937_length_1349_cov_2.410802_2	K03719
NODE_238_length_8857_cov_2.492211_11	K03717
NODE_11_length_31471_cov_2.743236_12	K03711
NODE_287_length_7677_cov_2.246887_1	K03710
NODE_183_length_10272_cov_2.857960_4	K03705
NODE_55_length_18500_cov_2.581995_17	K03703
NODE_500_length_4886_cov_3.424039_2	K03702
NODE_190_length_10106_cov_2.559475_2	K03701
NODE_49_length_18849_cov_2.756970_12	K03699
NODE_375_length_6185_cov_2.659128_3	K03699
NODE_429_length_5476_cov_2.114975_3	K03695
NODE_21_length_24594_cov_2.900805_18	K03694
NODE_64_length_17442_cov_2.606584_18	K03688
NODE_852_length_1919_cov_2.864955_2	K03687
NODE_739_length_2584_cov_2.118844_1	K03686
NODE_745_length_2502_cov_2.554526_3	K03685
NODE_428_length_5477_cov_2.997196_7	K03676
NODE_72_length_16453_cov_2.890359_4	K03673
NODE_101_length_14049_cov_2.313245_11	K03672
NODE_104_length_13906_cov_2.491835_10	K03671
NODE_262_length_8353_cov_2.588378_6	K03671
NODE_812_length_2166_cov_1.971555_2	K03667
NODE_36_length_20560_cov_2.999657_9	K03666
NODE_36_length_20560_cov_2.999657_8	K03665
NODE_179_length_10367_cov_3.006152_6	K03664
NODE_231_length_9048_cov_2.339088_5	K03657
NODE_613_length_3734_cov_1.991406_3	K03656
NODE_149_length_11248_cov_2.380182_4	K03655
NODE_335_length_6866_cov_2.976109_1	K03654
NODE_462_length_5136_cov_2.691156_4	K03654
NODE_46_length_19066_cov_3.107925_4	K03651
NODE_67_length_17105_cov_2.677701_13	K03651
NODE_80_length_15923_cov_3.108002_5	K03651
NODE_48_length_18877_cov_2.774613_15	K03650
NODE_63_length_17483_cov_2.868749_22	K03648
NODE_360_length_6419_cov_3.916720_4	K03644
NODE_56_length_18381_cov_2.778898_8	K03642
NODE_764_length_2387_cov_3.249115_1	K03641
NODE_764_length_2387_cov_3.249115_2	K03640
NODE_16_length_28390_cov_3.223508_16	K03639
NODE_143_length_11617_cov_2.207485_2	K03639
NODE_58_length_18246_cov_2.833379_15	K03637
NODE_506_length_4817_cov_2.288913_5	K03636
NODE_429_length_5476_cov_2.114975_1	K03635
NODE_131_length_12327_cov_3.127295_10	K03634
NODE_183_length_10272_cov_2.857960_6	K03631
NODE_468_length_5096_cov_1.796740_2	K03630
NODE_104_length_13906_cov_2.491835_9	K03628
NODE_638_length_3433_cov_2.415306_2	K03625
NODE_377_length_6176_cov_3.380228_3	K03624
NODE_671_length_3125_cov_2.158105_4	K03621
NODE_218_length_9311_cov_2.796058_6	K03616
NODE_115_length_13104_cov_2.468444_9	K03611
NODE_120_length_12772_cov_2.406959_5	K03610
NODE_120_length_12772_cov_2.406959_4	K03609
NODE_120_length_12772_cov_2.406959_3	K03608
NODE_254_length_8463_cov_2.631958_2	K03606
NODE_68_length_16957_cov_2.814260_3	K03601
NODE_28_length_23039_cov_3.085457_5	K03600
NODE_28_length_23039_cov_3.085457_4	K03599
NODE_271_length_8074_cov_2.555052_4	K03598
NODE_271_length_8074_cov_2.555052_2	K03596
NODE_705_length_2888_cov_2.274900_2	K03596
NODE_745_length_2502_cov_2.554526_4	K03595
NODE_679_length_3053_cov_2.048189_2	K03594
NODE_857_length_1878_cov_1.420331_3	K03594
NODE_216_length_9364_cov_2.904514_6	K03593
NODE_719_length_2737_cov_2.190038_2	K03592
NODE_181_length_10333_cov_2.545855_10	K03590
NODE_460_length_5165_cov_2.064907_1	K03590
NODE_460_length_5165_cov_2.064907_2	K03589
NODE_969_length_1169_cov_2.430902_2	K03588
NODE_336_length_6860_cov_2.738452_5	K03587
NODE_12_length_30837_cov_2.816607_20	K03585
NODE_26_length_23161_cov_2.771425_13	K03585
NODE_110_length_13445_cov_3.248536_4	K03585
NODE_113_length_13173_cov_2.394220_10	K03585
NODE_200_length_9849_cov_3.329356_2	K03585
NODE_314_length_7217_cov_2.263329_8	K03584
NODE_518_length_4655_cov_2.162765_1	K03583
NODE_376_length_6181_cov_2.157251_2	K03582
NODE_376_length_6181_cov_2.157251_3	K03581
NODE_645_length_3353_cov_2.222877_1	K03581
NODE_175_length_10557_cov_2.110451_1	K03578
NODE_200_length_9849_cov_3.329356_1	K03577
NODE_649_length_3282_cov_2.892552_2	K03576
NODE_183_length_10272_cov_2.857960_8	K03575
NODE_28_length_23039_cov_3.085457_11	K03574
NODE_531_length_4509_cov_1.957325_1	K03572
NODE_252_length_8493_cov_2.898757_5	K03571
NODE_252_length_8493_cov_2.898757_4	K03570
NODE_252_length_8493_cov_2.898757_3	K03569
NODE_630_length_3595_cov_2.596597_3	K03568
NODE_6_length_35275_cov_2.706811_21	K03566
NODE_31_length_21909_cov_2.608805_12	K03566
NODE_70_length_16666_cov_2.661890_15	K03566
NODE_313_length_7233_cov_2.368421_8	K03566
NODE_720_length_2722_cov_2.368015_2	K03566
NODE_743_length_2523_cov_1.584307_4	K03566
NODE_58_length_18246_cov_2.833379_1	K03565
NODE_856_length_1883_cov_2.628702_2	K03564
NODE_638_length_3433_cov_2.415306_5	K03562
NODE_212_length_9419_cov_3.279811_7	K03561
NODE_270_length_8088_cov_2.346816_10	K03561
NODE_172_length_10596_cov_2.660904_8	K03559
NODE_212_length_9419_cov_3.279811_6	K03559
NODE_270_length_8088_cov_2.346816_9	K03559
NODE_483_length_4998_cov_3.019503_3	K03558
NODE_80_length_15923_cov_3.108002_14	K03557
NODE_363_length_6396_cov_3.279470_5	K03555
NODE_731_length_2660_cov_2.456771_2	K03554
NODE_1061_length_638_cov_1.088063_1	K03553
NODE_427_length_5481_cov_2.544453_3	K03551
NODE_727_length_2682_cov_2.047750_2	K03550
NODE_11_length_31471_cov_2.743236_2	K03549
NODE_91_length_14847_cov_2.863043_5	K03547
NODE_91_length_14847_cov_2.863043_4	K03546
NODE_321_length_7087_cov_3.087069_1	K03545
NODE_321_length_7087_cov_3.087069_3	K03544
NODE_476_length_5048_cov_2.758382_2	K03543
NODE_662_length_3184_cov_2.162905_4	K03535
NODE_181_length_10333_cov_2.545855_9	K03531
NODE_55_length_18500_cov_2.581995_10	K03530
NODE_141_length_11659_cov_2.225286_3	K03529
NODE_122_length_12660_cov_2.575999_2	K03527
NODE_36_length_20560_cov_2.999657_14	K03526
NODE_33_length_21344_cov_2.606636_24	K03522
NODE_298_length_7527_cov_3.314189_4	K03522
NODE_33_length_21344_cov_2.606636_23	K03521
NODE_298_length_7527_cov_3.314189_5	K03521
NODE_111_length_13394_cov_2.417050_13	K03520
NODE_327_length_6968_cov_2.938021_3	K03520
NODE_596_length_3819_cov_1.966685_3	K03519
NODE_111_length_13394_cov_2.417050_12	K03518
NODE_514_length_4679_cov_2.212434_2	K03517
NODE_702_length_2906_cov_1.916517_2	K03501
NODE_137_length_12137_cov_2.846378_4	K03500
NODE_603_length_3778_cov_2.368392_2	K03500
NODE_434_length_5430_cov_2.373185_5	K03497
NODE_19_length_25864_cov_3.096592_16	K03496
NODE_54_length_18582_cov_2.807532_7	K03496
NODE_516_length_4676_cov_2.941306_4	K03496
NODE_953_length_1248_cov_2.618198_2	K03496
NODE_702_length_2906_cov_1.916517_1	K03495
NODE_314_length_7217_cov_2.263329_7	K03474
NODE_169_length_10681_cov_3.163729_10	K03470
NODE_143_length_11617_cov_2.207485_5	K03469
NODE_131_length_12327_cov_3.127295_11	K03466
NODE_121_length_12695_cov_2.950589_4	K03464
NODE_11_length_31471_cov_2.743236_28	K03457
NODE_48_length_18877_cov_2.774613_4	K03455
NODE_153_length_11200_cov_2.925404_4	K03451
NODE_476_length_5048_cov_2.758382_3	K03446
NODE_479_length_5034_cov_2.552884_4	K03442
NODE_479_length_5034_cov_2.552884_5	K03442
NODE_21_length_24594_cov_2.900805_2	K03439
NODE_923_length_1425_cov_1.273498_1	K03438
NODE_169_length_10681_cov_3.163729_11	K03437
NODE_67_length_17105_cov_2.677701_7	K03436
NODE_50_length_18767_cov_2.870118_11	K03431
NODE_124_length_12536_cov_3.383028_10	K03429
NODE_709_length_2854_cov_2.305831_2	K03427
NODE_491_length_4958_cov_1.908715_1	K03424
NODE_730_length_2663_cov_3.156546_4	K03424
NODE_255_length_8450_cov_3.195242_6	K03417
NODE_338_length_6818_cov_2.795995_1	K03415
NODE_409_length_5718_cov_2.480773_1	K03414
NODE_130_length_12336_cov_2.520026_5	K03413
NODE_282_length_7817_cov_2.984785_3	K03413
NODE_754_length_2465_cov_2.258340_3	K03413
NODE_791_length_2245_cov_3.580737_3	K03413
NODE_130_length_12336_cov_2.520026_11	K03412
NODE_310_length_7260_cov_2.990607_5	K03412
NODE_347_length_6613_cov_3.308511_2	K03412
NODE_310_length_7260_cov_2.990607_4	K03411
NODE_347_length_6613_cov_3.308511_3	K03411
NODE_130_length_12336_cov_2.520026_12	K03408
NODE_310_length_7260_cov_2.990607_2	K03408
NODE_347_length_6613_cov_3.308511_6	K03408
NODE_130_length_12336_cov_2.520026_7	K03407
NODE_310_length_7260_cov_2.990607_1	K03407
NODE_683_length_3036_cov_2.453764_1	K03407
NODE_10_length_32230_cov_2.381429_16	K03406
NODE_18_length_26144_cov_2.567667_5	K03406
NODE_31_length_21909_cov_2.608805_15	K03406
NODE_42_length_19560_cov_2.797767_4	K03406
NODE_43_length_19406_cov_2.822034_6	K03406
NODE_61_length_17615_cov_2.849668_12	K03406
NODE_65_length_17365_cov_2.897842_6	K03406
NODE_91_length_14847_cov_2.863043_2	K03406
NODE_145_length_11491_cov_3.463129_3	K03406
NODE_175_length_10557_cov_2.110451_5	K03406
NODE_192_length_10066_cov_2.393802_6	K03406
NODE_208_length_9527_cov_2.820745_4	K03406
NODE_218_length_9311_cov_2.796058_5	K03406
NODE_234_length_8964_cov_2.911169_1	K03406
NODE_282_length_7817_cov_2.984785_1	K03406
NODE_325_length_6978_cov_2.410305_2	K03406
NODE_359_length_6437_cov_2.982092_2	K03406
NODE_380_length_6125_cov_2.759920_2	K03406
NODE_456_length_5193_cov_1.997434_5	K03406
NODE_656_length_3241_cov_3.346821_2	K03406
NODE_684_length_3031_cov_1.542700_3	K03406
NODE_701_length_2912_cov_1.712388_2	K03406
NODE_708_length_2862_cov_1.750274_1	K03406
NODE_708_length_2862_cov_1.750274_2	K03406
NODE_754_length_2465_cov_2.258340_4	K03406
NODE_896_length_1571_cov_1.912742_2	K03406
NODE_877_length_1705_cov_2.121673_1	K03394
NODE_30_length_21974_cov_2.639539_9	K03392
NODE_57_length_18362_cov_2.585358_4	K03387
NODE_95_length_14557_cov_2.380457_10	K03381
NODE_281_length_7824_cov_2.684033_2	K03366
NODE_241_length_8766_cov_2.651927_1	K03342
NODE_98_length_14232_cov_2.616164_3	K03329
NODE_535_length_4496_cov_2.707256_3	K03325
NODE_241_length_8766_cov_2.651927_7	K03321
NODE_287_length_7677_cov_2.246887_8	K03321
NODE_387_length_5998_cov_2.704820_5	K03321
NODE_37_length_20438_cov_2.530205_15	K03320
NODE_322_length_7084_cov_2.288630_7	K03320
NODE_512_length_4705_cov_2.803626_1	K03310
NODE_64_length_17442_cov_2.606584_17	K03307
NODE_471_length_5070_cov_2.503540_4	K03307
NODE_44_length_19249_cov_2.557996_2	K03306
NODE_516_length_4676_cov_2.941306_5	K03306
NODE_85_length_15491_cov_2.605637_12	K03303
NODE_56_length_18381_cov_2.778898_15	K03299
NODE_158_length_11046_cov_2.616357_5	K03297
NODE_124_length_12536_cov_3.383028_3	K03288
NODE_20_length_25156_cov_2.672580_3	K03286
NODE_11_length_31471_cov_2.743236_17	K03284
NODE_440_length_5370_cov_2.285524_3	K03284
NODE_458_length_5179_cov_2.375297_1	K03282
NODE_67_length_17105_cov_2.677701_14	K03281
NODE_84_length_15524_cov_2.391830_2	K03281
NODE_524_length_4613_cov_2.097860_2	K03273
NODE_15_length_29191_cov_2.704205_24	K03271
NODE_48_length_18877_cov_2.774613_2	K03270
NODE_712_length_2812_cov_2.040596_2	K03269
NODE_78_length_15940_cov_2.807627_13	K03229
NODE_924_length_1412_cov_4.203113_2	K03229
NODE_441_length_5366_cov_2.632945_6	K03218
NODE_177_length_10507_cov_2.765896_9	K03217
NODE_54_length_18582_cov_2.807532_9	K03216
NODE_270_length_8088_cov_2.346816_5	K03215
NODE_188_length_10243_cov_2.032819_7	K03210
NODE_254_length_8463_cov_2.631958_5	K03208
NODE_340_length_6790_cov_3.323878_5	K03207
NODE_284_length_7771_cov_2.807954_2	K03190
NODE_397_length_5869_cov_2.620690_6	K03190
NODE_994_length_1045_cov_1.980392_1	K03189
NODE_618_length_3693_cov_1.779865_1	K03188
NODE_618_length_3693_cov_1.779865_2	K03187
NODE_24_length_23637_cov_2.816121_11	K03185
NODE_635_length_3542_cov_2.199414_3	K03183
NODE_149_length_11248_cov_2.380182_7	K03179
NODE_142_length_11620_cov_2.745323_2	K03177
NODE_133_length_12317_cov_3.191222_11	K03169
NODE_407_length_5725_cov_2.267417_3	K03169
NODE_162_length_10938_cov_3.084914_5	K03154
NODE_162_length_10938_cov_3.084914_4	K03153
NODE_162_length_10938_cov_3.084914_6	K03149
NODE_181_length_10333_cov_2.545855_4	K03147
NODE_458_length_5179_cov_2.375297_5	K03118
NODE_88_length_15353_cov_2.977538_2	K03116
NODE_264_length_8250_cov_2.484304_9	K03113
NODE_98_length_14232_cov_2.616164_1	K03111
NODE_424_length_5517_cov_2.144527_3	K03110
NODE_60_length_18017_cov_2.575908_15	K03106
NODE_153_length_11200_cov_2.925404_7	K03101
NODE_202_length_9781_cov_2.574477_7	K03100
NODE_271_length_8074_cov_2.555052_1	K03100
NODE_745_length_2502_cov_2.554526_1	K03100
NODE_203_length_9709_cov_2.614068_4	K03098
NODE_81_length_15659_cov_2.729526_16	K03092
NODE_1005_length_969_cov_1.801663_1	K03092
NODE_145_length_11491_cov_3.463129_2	K03089
NODE_35_length_20567_cov_3.762720_9	K03088
NODE_37_length_20438_cov_2.530205_20	K03088
NODE_271_length_8074_cov_2.555052_6	K03088
NODE_677_length_3072_cov_2.724958_2	K03088
NODE_270_length_8088_cov_2.346816_4	K03087
NODE_148_length_11342_cov_2.468123_5	K03086
NODE_187_length_10243_cov_3.200771_12	K03076
NODE_5_length_35278_cov_3.051293_16	K03075
NODE_188_length_10243_cov_2.032819_5	K03074
NODE_507_length_4801_cov_4.065041_2	K03073
NODE_188_length_10243_cov_2.032819_6	K03072
NODE_514_length_4679_cov_2.212434_6	K03071
NODE_28_length_23039_cov_3.085457_8	K03070
NODE_599_length_3790_cov_3.105924_2	K03060
NODE_137_length_12137_cov_2.846378_2	K03046
NODE_137_length_12137_cov_2.846378_1	K03043
NODE_187_length_10243_cov_3.200771_18	K03040
NODE_587_length_3940_cov_2.562287_7	K02996
NODE_187_length_10243_cov_3.200771_6	K02994
NODE_357_length_6473_cov_2.871730_3	K02992
NODE_838_length_1992_cov_2.336729_1	K02990
NODE_187_length_10243_cov_3.200771_9	K02988
NODE_187_length_10243_cov_3.200771_17	K02986
NODE_63_length_17483_cov_2.868749_12	K02982
NODE_971_length_1159_cov_1.907946_2	K02970
NODE_312_length_7237_cov_2.566245_1	K02968
NODE_361_length_6411_cov_2.633195_6	K02967
NODE_63_length_17483_cov_2.868749_14	K02965
NODE_838_length_1992_cov_2.336729_3	K02963
NODE_63_length_17483_cov_2.868749_9	K02961
NODE_49_length_18849_cov_2.756970_6	K02959
NODE_5_length_35278_cov_3.051293_12	K02956
NODE_187_length_10243_cov_3.200771_5	K02954
NODE_187_length_10243_cov_3.200771_15	K02952
NODE_357_length_6473_cov_2.871730_4	K02950
NODE_187_length_10243_cov_3.200771_16	K02948
NODE_63_length_17483_cov_2.868749_19	K02946
NODE_20_length_25156_cov_2.672580_9	K02945
NODE_838_length_1992_cov_2.336729_4	K02939
NODE_507_length_4801_cov_4.065041_7	K02935
NODE_187_length_10243_cov_3.200771_7	K02933
NODE_187_length_10243_cov_3.200771_4	K02931
NODE_63_length_17483_cov_2.868749_17	K02926
NODE_187_length_10243_cov_3.200771_14	K02919
NODE_224_length_9183_cov_2.451745_6	K02916
NODE_177_length_10507_cov_2.765896_6	K02914
NODE_703_length_2892_cov_2.928391_3	K02913
NODE_671_length_3125_cov_2.158105_3	K02911
NODE_615_length_3718_cov_2.280423_1	K02909
NODE_187_length_10243_cov_3.200771_10	K02907
NODE_63_length_17483_cov_2.868749_18	K02906
NODE_63_length_17483_cov_2.868749_10	K02904
NODE_703_length_2892_cov_2.928391_4	K02902
NODE_28_length_23039_cov_3.085457_20	K02899
NODE_114_length_13163_cov_3.043188_6	K02897
NODE_187_length_10243_cov_3.200771_3	K02895
NODE_63_length_17483_cov_2.868749_16	K02892
NODE_63_length_17483_cov_2.868749_13	K02890
NODE_28_length_23039_cov_3.085457_19	K02888
NODE_224_length_9183_cov_2.451745_7	K02887
NODE_63_length_17483_cov_2.868749_15	K02886
NODE_49_length_18849_cov_2.756970_3	K02884
NODE_187_length_10243_cov_3.200771_8	K02881
NODE_187_length_10243_cov_3.200771_19	K02879
NODE_63_length_17483_cov_2.868749_11	K02878
NODE_187_length_10243_cov_3.200771_11	K02876
NODE_187_length_10243_cov_3.200771_2	K02874
NODE_587_length_3940_cov_2.562287_6	K02871
NODE_507_length_4801_cov_4.065041_4	K02867
NODE_507_length_4801_cov_4.065041_6	K02864
NODE_507_length_4801_cov_4.065041_5	K02863
NODE_49_length_18849_cov_2.756970_5	K02860
NODE_13_length_29884_cov_2.939107_22	K02855
NODE_403_length_5814_cov_2.199402_7	K02855
NODE_277_length_7893_cov_2.905743_6	K02854
NODE_100_length_14183_cov_2.319081_3	K02847
NODE_361_length_6411_cov_2.633195_3	K02838
NODE_56_length_18381_cov_2.778898_17	K02837
NODE_536_length_4489_cov_2.470885_5	K02837
NODE_85_length_15491_cov_2.605637_11	K02836
NODE_375_length_6185_cov_2.659128_7	K02835
NODE_142_length_11620_cov_2.745323_3	K02834
NODE_144_length_11499_cov_2.379177_12	K02825
NODE_11_length_31471_cov_2.743236_14	K02806
NODE_551_length_4271_cov_3.124759_1	K02798
NODE_360_length_6419_cov_3.916720_1	K02793
NODE_13_length_29884_cov_2.939107_27	K02770
NODE_60_length_18017_cov_2.575908_3	K02687
NODE_730_length_2663_cov_3.156546_3	K02676
NODE_17_length_26507_cov_2.598218_26	K02674
NODE_21_length_24594_cov_2.900805_15	K02671
NODE_15_length_29191_cov_2.704205_21	K02670
NODE_15_length_29191_cov_2.704205_19	K02669
NODE_60_length_18017_cov_2.575908_12	K02668
NODE_60_length_18017_cov_2.575908_11	K02667
NODE_182_length_10317_cov_2.534347_6	K02666
NODE_182_length_10317_cov_2.534347_7	K02665
NODE_182_length_10317_cov_2.534347_8	K02664
NODE_182_length_10317_cov_2.534347_9	K02663
NODE_275_length_7982_cov_2.667218_1	K02662
NODE_578_length_4012_cov_2.371686_2	K02660
NODE_113_length_13173_cov_2.394220_3	K02658
NODE_113_length_13173_cov_2.394220_4	K02657
NODE_36_length_20560_cov_2.999657_16	K02656
NODE_28_length_23039_cov_3.085457_15	K02654
NODE_28_length_23039_cov_3.085457_16	K02653
NODE_28_length_23039_cov_3.085457_17	K02652
NODE_384_length_6051_cov_2.189230_5	K02641
NODE_54_length_18582_cov_2.807532_4	K02624
NODE_10_length_32230_cov_2.381429_19	K02622
NODE_10_length_32230_cov_2.381429_17	K02621
NODE_74_length_16392_cov_2.274270_14	K02618
NODE_662_length_3184_cov_2.162905_1	K02614
NODE_269_length_8093_cov_2.538288_6	K02613
NODE_269_length_8093_cov_2.538288_5	K02612
NODE_269_length_8093_cov_2.538288_4	K02611
NODE_269_length_8093_cov_2.538288_3	K02610
NODE_269_length_8093_cov_2.538288_2	K02609
NODE_507_length_4801_cov_4.065041_3	K02601
NODE_142_length_11620_cov_2.745323_5	K02600
NODE_33_length_21344_cov_2.606636_7	K02597
NODE_780_length_2299_cov_2.272099_1	K02596
NODE_33_length_21344_cov_2.606636_22	K02595
